student_efficacy,student_joy,student_broad_interest,student_epistemic_beliefs,student_instrumental_motivation,student_value_cooperation,student_enjoy_cooperation,student_environmental_awareness,parent_views_science,parent_enviro_concern,teacher_directed,teacher_inquiry_based,teacher_choice_support,teacher_perceived_feedback,teacher_adaptation_of_instruction,science_minutes_week,out_of_schools_study_hours,overall_science_ach,explain_scientifically,do_inquiry,interpret_data,teacher_extra_help,teacher_interest_learning,teacher_tells_performance,teacher_strengths,teacher_areas_improve,teacher_how_improve,students_investigation,teacher_explains_relevance,students_design,teacher_explains_application,students_draw_conclusions,students_argue,students_laboratory,students_explain_ideas,teacher_waits_quiet,teacher_noise_disorder,students_dont_listen,work_team,student_career,student_job,nervous,be_best,want_top_grades,ambitious,worry_grades,good_listener,ict_home,ict_interest,ict_competence,ict_autonomy,ict_out_sch,ict_out_leisure,disciplinary_climate
-1.0524,0.5094,-0.3744,-0.1933,0.3708,0.0333,-0.2882,0.0194,NA,NA,-0.6102,0.9407,-1.0718,0.0134,0.0214,225,5,443.749,446.077,487.781,483.568,3,3,2,2,2,2,NA,2,2,2,2,2,2,2,1,2,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.7792
-0.2213,0.5094,0.5305,0.1502,0.3708,0.0333,-1.2786,-0.7283,NA,NA,0.4505,-0.121,-0.4527,1.0606,0.0386,225,15,501.585,476.563,506.621,494.383,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,4,3,3,4,3,NA,NA,NA,NA,NA,NA,-1.0005
-0.5717,1.1662,0.5305,1.1342,-0.4766,0.0333,-0.2882,-1.8377,NA,NA,0.6495,-0.4948,-0.8313,-0.5843,-0.787,45,33,612.112,557.763,611.486,593.065,1,3,4,2,1,1,3,2,4,2,3,4,3,4,3,2,3,3,2,4,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,-0.3506
-0.6041,0.0388,0.9678,-0.9411,0.3268,-0.214,0.4252,-0.3864,NA,NA,-1.315,-1.3518,-0.2198,-1.5255,-0.8077,200,NA,537.287,510.25,489.308,508.937,2,3,1,1,1,1,4,3,4,3,3,4,4,4,2,2,2,3,2,1,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,-0.7439
0.5424,-1.1992,0.2579,-0.0129,-0.5555,0.5587,0.5759,0.7611,NA,NA,-0.0057,-0.2089,-0.7842,-0.5713,0.353,225,23,519.331,545.912,542.648,574.952,1,4,2,2,2,1,3,3,4,1,2,4,3,3,4,3,2,3,3,2,3,3,4,2,2,3,NA,NA,NA,NA,NA,NA,0.0772
-0.0681,-0.3522,0.38,-1.2897,-0.5375,0.0333,-0.2882,-0.5132,NA,NA,-0.1583,0.8943,-0.5539,-0.3953,-0.0163,275,25,517.783,560.717,540.433,543.675,2,1,2,2,1,1,3,3,1,2,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.0039
0.1452,1.4062,1.2268,0.2674,0.7429,0.0333,-0.2882,1.0361,NA,NA,-0.1329,0.097,-0.2618,0.0134,0.3379,250,5,645.823,631.893,627.565,670.143,2,3,2,2,2,2,3,3,4,2,2,3,3,2,2,2,3,3,2,1,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,-0.7211
0.3155,0.5094,-0.0369,-0.8644,0.3708,-1.6169,-1.9024,0.1394,NA,NA,0.658,-0.9551,-1.2362,-1.5255,-0.8077,225,18,447.888,413.053,410.686,431.634,3,4,1,1,1,1,4,3,4,3,3,4,3,3,3,2,3,1,2,2,3,4,3,3,3,2,NA,NA,NA,NA,NA,NA,-0.6614
-1.0524,-0.8208,-0.581,-0.1933,-1.9301,-0.3,-0.2882,-0.1323,NA,NA,-0.0718,0.2082,-0.2618,-1.5255,0.6524,450,35,524.495,495.93,507.951,531.418,2,3,1,1,1,1,3,2,3,1,3,NA,2,3,4,4,4,2,4,4,4,4,3,2,3,3,NA,NA,NA,NA,NA,NA,1.8837
1.2406,0.8931,0.9703,-0.7124,1.7359,0.0333,0.6615,1.6265,NA,NA,-1.7885,1.0614,1.4475,0.5361,2.0469,450,11,599.156,617.229,637.227,602.492,1,1,2,2,2,3,2,2,3,1,1,2,1,3,3,3,3,3,1,1,2,4,4,4,2,3,NA,NA,NA,NA,NA,NA,0.0039
0.098,0.5094,-0.2926,-0.5033,0.3708,0.1444,-0.2882,-0.2481,NA,NA,-0.8671,-0.8711,0.3719,-1.5255,-0.8077,225,5,648.538,593.201,614.993,609.784,1,1,1,1,1,1,3,4,4,3,3,4,3,3,4,4,4,3,2,2,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
-0.6233,0.125,0.4913,-0.1933,-0.2552,-1.0965,-0.2882,-0.1906,NA,NA,-1.5358,-1.016,-0.9448,0.0134,-0.787,300,8,608.648,550.753,543.651,553.178,2,3,2,2,2,2,4,4,3,4,2,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
0.302,-0.3398,-0.9308,0.5975,1.7359,0.3386,1.5604,0.0785,NA,NA,-0.2836,0.1294,-0.1164,-1.1537,-0.3562,275,18,689.931,627.301,633.116,653.352,2,2,2,1,1,1,2,2,4,2,2,3,3,3,3,3,3,3,1,1,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,0.0039
-0.0634,0.0992,-0.0063,-0.4715,1.7359,0.0333,-0.2882,-0.3204,NA,NA,-0.1495,-0.5101,0.0015,-0.9479,0.0437,275,12,550.783,559.13,551.416,601.323,1,2,3,1,1,1,3,4,4,3,3,3,3,2,3,4,3,3,1,1,2,4,4,4,3,3,NA,NA,NA,NA,NA,NA,0.9373
-1.1939,-0.2121,-0.3683,0.5824,0.3708,0.4713,-0.2882,0.1656,NA,NA,-0.6102,0.291,0.3028,-0.6682,-0.8348,275,12,510.452,519.6,502.991,552.276,2,1,1,1,1,2,3,3,4,1,2,3,3,1,3,2,3,3,2,2,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,-0.3745
-1.0524,-2.1154,-0.8937,-0.1933,0.3708,-0.3735,0.1885,-1.2707,NA,NA,-0.6102,0.692,-0.1164,1.0606,0.672,275,25,359.218,457.964,456.908,471.759,2,2,3,3,3,3,2,3,4,2,2,1,2,1,3,3,2,3,2,2,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,-0.2683
-0.2257,2.1635,-0.1386,0.9555,-0.2714,-0.2097,0.395,1.039,NA,NA,1.1203,-0.5331,0.9209,-0.9479,0.6524,600,14,485.854,574.006,506.855,549.571,1,2,3,1,1,1,4,3,4,2,2,4,2,4,3,3,4,2,3,2,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,0.8351
0.0958,-0.2145,0.3282,1.225,-0.5555,1.0765,0.395,0.2479,NA,NA,0.7282,0.5402,0.5683,0.5159,1.3754,300,9,625.853,574.371,591.707,599.569,1,1,4,2,2,2,2,4,3,1,1,4,2,1,3,3,3,3,3,2,1,4,4,3,1,4,NA,NA,NA,NA,NA,NA,0.0039
0.0754,1.3031,0.2809,2.1552,0.8155,0.4713,1.3264,0.0043,NA,NA,0.5819,0.9213,0.2044,0.5361,1.3754,120,37,695.758,667.617,656.232,707.035,1,2,2,2,2,3,1,2,3,1,1,3,2,2,4,4,4,3,1,2,2,3,4,3,2,4,NA,NA,NA,NA,NA,NA,1.8837
0.7428,1.6403,0.9974,2.1552,1.2817,0.0333,-0.2882,3.2811,NA,NA,0.4505,-0.1528,-0.4527,0.0134,0.0214,275,21,652.756,640.852,620.625,623.982,2,2,2,2,2,2,3,2,4,2,3,4,2,2,3,3,4,3,2,1,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,0.5952
1.8088,1.6681,0.2009,0.2063,0.3708,-2.8294,1.1414,1.1397,NA,NA,0.1354,-0.3944,0.3758,0.8631,-0.76,275,24,710.23,670.657,679.614,648.132,1,2,3,3,3,3,4,4,3,2,3,3,3,2,3,2,3,1,2,2,4,4,4,4,1,4,NA,NA,NA,NA,NA,NA,-0.1502
0.5138,1.3247,-0.5551,1.1859,-0.4595,-2.215,-0.9705,-0.2702,NA,NA,1.4332,0.5245,0.5731,1.6291,0.687,50,NA,529.193,498.954,544.315,524.29,1,2,4,3,3,4,2,3,4,3,2,2,2,2,1,2,2,1,3,3,2,4,2,2,2,3,NA,NA,NA,NA,NA,NA,-1.0538
0.5008,0.5094,1.7755,-0.1933,-0.5375,0.0333,-0.2882,0.1482,NA,NA,0.9505,0.6747,0.0966,1.1758,0.6524,300,51,564.218,531.184,525.2,513.741,1,2,4,3,3,3,2,1,3,1,2,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.7211
0.3049,-0.8208,-1.0606,0.2497,0.0125,-0.7149,-0.3266,0.6965,NA,NA,0.2564,-0.2369,0.5731,-1.5255,-0.3816,325,NA,600.646,630.634,643.715,680.163,1,2,1,1,1,1,2,4,4,3,2,3,3,3,4,4,3,2,2,3,2,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1.3185
-2.8771,-2.1154,-1.6546,-0.1933,-0.3035,0.3895,-0.2882,-1.1444,NA,NA,-1.7704,-0.4984,-1.4605,-1.5255,-1.2428,275,NA,434.367,410.883,434.862,499.464,3,4,1,1,1,1,4,4,4,2,2,4,3,3,2,2,3,4,2,2,2,3,4,2,3,3,NA,NA,NA,NA,NA,NA,-0.8504
0.5168,1.6681,-0.352,2.1552,1.7359,0.0333,-0.2882,1.3793,NA,NA,-0.0632,-0.3296,-1.4644,-1.5255,-0.76,275,10,623.218,625.985,591.121,612.555,3,3,1,1,1,1,3,4,4,4,1,4,1,3,4,4,4,3,1,1,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,1.0867
-1.4216,-1.2636,-0.9661,1.1174,-1.0675,-1.039,-1.2109,-0.5293,NA,NA,-1.142,-1.3412,-0.7449,-0.1553,-0.76,330,33,541.657,598.416,589.468,646.038,2,3,1,2,2,2,4,4,4,4,2,4,4,3,4,4,4,2,3,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,1.3818
-0.2266,1.3058,0.9485,0.8557,1.7359,-0.6887,0.395,2.2983,NA,NA,-0.5262,-0.3629,0.9133,-0.7648,0.3379,275,9,636.944,628.005,609.383,639.903,1,1,2,1,1,2,3,3,4,3,3,3,3,2,3,3,4,2,1,1,4,4,4,2,2,4,NA,NA,NA,NA,NA,NA,0.8351
0.9442,-0.1379,-0.0171,-0.5662,-0.0948,-0.7799,0.9455,0.646,NA,NA,0.6495,1.1477,0.8213,1.2789,0.6327,60,5,352.973,372.013,378.583,382.535,1,1,3,4,4,3,4,1,1,1,2,2,1,1,3,3,4,2,2,2,3,3,2,3,2,4,NA,NA,NA,NA,NA,NA,0.5952
1.8526,0.5094,0.1442,-0.5033,0.3708,-1.3972,1.164,1.3793,NA,NA,1.4501,0.2758,-0.4559,-0.9311,0.3379,300,41,677.346,659.037,664.654,721.64,2,1,1,1,2,1,2,1,4,2,2,4,2,2,4,3,3,2,2,2,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,0.6605
0.3155,0.8931,2.4511,-0.1933,0.3708,-0.415,-0.2882,0.5847,NA,NA,0.3199,-0.121,-0.2045,1.0606,0.0214,360,30,585.358,553.973,569.694,585.368,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
1.2256,2.1635,1.7297,0.7973,1.0218,-0.415,-0.3352,1.3793,NA,NA,0.2645,0.1673,0.5683,-1.1537,0.3728,300,10,856.619,783.918,771.798,821.583,1,1,2,1,1,1,3,2,4,1,2,3,3,2,4,4,4,2,1,1,4,3,3,2,2,4,NA,NA,NA,NA,NA,NA,1.8837
0.0996,0.5094,0.7736,-0.1933,0.3708,0.0333,-0.2882,0.0194,NA,NA,-0.6102,-0.2985,-0.1164,0.246,0.6524,65,NA,509.426,501.695,499.666,532.591,2,2,2,3,2,2,3,3,3,3,3,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.8934
1.0014,-1.3786,-0.4464,1.0466,-1.9301,-2.8294,-1.6454,-1.6917,NA,NA,-0.0057,0.4771,-0.4936,-0.8345,-0.3369,300,1,613.852,603.208,619.255,619.513,1,2,2,1,1,1,2,2,2,2,3,3,3,2,1,2,2,1,4,4,2,1,3,2,2,2,NA,NA,NA,NA,NA,NA,-1.0563
0.3031,1.1662,0.2349,0.2997,1.7359,-1.0965,0.5759,0.296,NA,NA,0.5169,-0.2763,0.8213,0.1725,0.0164,275,29,688.904,656.252,641.263,676.219,1,1,3,2,2,2,4,3,4,3,2,4,3,1,3,3,2,2,1,1,3,4,4,3,1,3,NA,NA,NA,NA,NA,NA,-0.2683
-0.0786,1.3508,0.288,-0.1933,-0.2874,1.3777,1.0425,-0.4444,NA,NA,0.2564,-0.8148,0.6325,-1.5255,0.0386,110,30,524.431,526.889,561.678,501.316,1,1,1,1,1,1,4,3,4,1,4,4,3,3,4,4,4,4,2,3,2,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
0.3155,1.1662,0.7736,0.5824,1.3336,0.3821,0.395,0.9775,NA,NA,0.658,-0.1323,-0.5098,0.5806,-0.8348,300,9,543.867,568.665,579.18,562.949,3,2,2,2,3,3,3,4,4,3,3,2,3,2,3,2,2,2,1,1,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,-0.5436
-1.0862,0.5094,0.0598,0.2497,0.3708,1.0765,-0.2882,-1.0374,NA,NA,0.4505,0.1142,-0.4496,0.933,0.0386,360,21,521.553,511.873,474.373,510.935,2,3,4,3,2,3,3,2,4,3,2,3,2,3,3,3,2,3,2,2,2,3,4,3,2,3,NA,NA,NA,NA,NA,NA,-0.2683
1.8642,-0.395,0.02,2.1552,0.1639,2.1017,2.2879,1.3441,NA,NA,1.4332,1.464,0.1869,-0.6927,0.3379,360,NA,550.583,623.712,625.862,648.412,2,2,3,1,1,1,1,1,2,1,2,2,2,2,4,4,3,4,2,1,2,4,3,4,2,4,NA,NA,NA,NA,NA,NA,1.0438
-0.2363,0.0992,0.0487,-0.1933,0.3708,0.0333,-0.2882,-0.4218,NA,NA,-0.5997,-0.8294,-0.4527,1.0606,0.0214,275,17,679.027,642.079,646.841,678.798,2,2,3,3,3,3,3,4,4,2,3,4,3,4,3,3,3,3,2,2,2,4,3,3,2,3,NA,NA,NA,NA,NA,NA,0.3949
-0.7338,0.475,-0.1991,0.5002,0.3708,0.6732,0.9675,0.1614,NA,NA,0.0026,-0.3078,0.5683,-0.7648,0.3728,250,31,578.855,616.212,580.826,618.338,1,1,2,1,1,2,4,3,4,2,2,4,2,2,3,3,3,3,2,2,2,4,4,4,3,3,NA,NA,NA,NA,NA,NA,0.2829
-0.4059,0.2131,0.1457,1.1174,-0.0948,-0.9561,-0.2882,-0.7465,NA,NA,-0.6102,-0.5017,-0.4527,-0.3386,0.0214,275,NA,542.706,578.694,600.133,602.454,2,2,2,2,2,1,3,4,4,3,2,4,2,3,4,3,2,2,2,2,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,0.0717
1.4831,0.5094,0.3643,0.2674,0.0125,-1.039,0.8242,0.1828,NA,NA,1.4501,0.4476,0.2551,1.0606,1.0006,275,5,593.048,549.085,563.907,604.773,1,1,3,3,3,3,2,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,0.2829
-0.391,-0.1379,-0.3744,0.842,0.3708,-0.5546,0.395,-0.424,NA,NA,-0.3501,-0.734,-0.5988,-0.9479,-0.3369,360,7,584.612,572.32,569.529,585.923,2,2,3,1,1,1,4,4,4,3,2,4,2,3,4,4,4,3,2,2,3,3,4,4,2,4,NA,NA,NA,NA,NA,NA,1.3751
1.8369,2.1635,-0.1255,1.5636,1.7359,-0.116,0.5497,0.2272,NA,NA,1.4501,0.8207,0.3719,0.2372,1.3472,275,42,686.531,739.932,743.266,742.36,1,1,1,1,1,4,1,1,4,2,1,3,1,3,4,2,3,3,1,1,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,-0.0444
0.5175,0.5094,-0.0984,1.5073,-0.3275,0.6732,1.0205,-0.0219,NA,NA,0.1354,0.0874,0.5458,-0.5356,0.0214,300,14,702.031,731.019,698.601,713.733,2,1,2,1,1,2,2,3,3,2,2,4,3,2,4,3,3,3,3,3,3,4,4,4,1,4,NA,NA,NA,NA,NA,NA,0.6605
1.2048,2.1635,0.1047,1.0951,1.7359,-0.7799,-0.2882,-0.0241,NA,NA,1.4501,0.6175,0.9133,1.5046,1.3754,550,11,652.372,726.064,665.989,688.434,1,1,3,3,3,4,1,3,4,2,1,3,2,2,3,3,3,2,1,1,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
-0.2537,-0.3398,0.4827,-0.1933,-0.5375,1.4758,1.5899,-1.1014,NA,NA,-0.2213,0.3974,-0.9096,-1.5255,-1.9656,600,4,611.896,538.341,530.713,549.894,3,3,1,1,1,1,3,4,2,2,2,3,3,2,3,3,2,3,3,3,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,-0.0405
3.1788,-2.1154,1.6345,0.8522,1.7359,2.1017,0.4252,3.2811,NA,NA,-2.4476,0.8169,1.4475,2.4994,2.0469,275,NA,599.574,601.393,547.514,597.805,1,1,4,4,4,4,2,2,2,2,2,3,2,2,4,4,4,4,1,1,1,4,3,4,2,3,NA,NA,NA,NA,NA,NA,1.8837
-0.5666,0.6192,0.5305,1.5603,0.3708,0.5587,-1.0189,-1.1026,NA,NA,-0.4473,1.4301,0.2078,-0.6937,-0.4011,275,24,543.522,533.364,428.136,528.26,1,1,1,2,1,2,2,NA,2,1,1,1,1,1,3,3,3,3,2,2,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,0.5529
0.9851,0.5094,1.0687,-0.5013,-0.7778,0.0333,-0.2882,2.0258,NA,NA,-0.3597,-1.1748,-0.1164,-0.2674,-1.9656,225,17,581.942,592.242,584.248,535.825,2,2,2,2,2,2,4,4,4,3,3,4,3,3,4,4,4,3,3,3,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,1.8837
0.3155,0.5094,0.5305,-0.1933,0.3708,0.0333,-0.2882,-0.5705,NA,NA,2.0781,1.0517,1.4475,2.4994,2.0469,45,4,338.368,359.788,372.788,345.951,1,1,4,4,4,4,2,3,2,1,1,1,3,1,4,4,4,3,2,2,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
-0.3838,0.5094,0.0548,-0.1933,0.3708,0.0333,-0.2882,0.8057,NA,NA,-0.6102,-0.1162,-0.3704,0.334,-0.3622,385,35,440.682,463.543,463.828,455.836,3,2,2,2,2,3,2,2,4,3,3,4,3,1,3,3,2,3,2,2,2,4,4,NA,2,3,NA,NA,NA,NA,NA,NA,-0.4491
0.1239,0.5094,-0.3744,0.231,0.0125,0.0333,-0.2882,-0.2707,NA,NA,0.4505,0.7094,-0.4197,1.0481,NA,225,NA,399.611,445.299,436.22,500.759,3,1,3,NA,3,NA,2,2,NA,NA,2,NA,NA,2,3,2,3,3,2,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,-0.3959
-3.7565,-1.7159,-2.4981,-0.1933,-1.9301,0.4713,-0.2882,-0.7465,NA,NA,NA,NA,NA,NA,NA,225,15,501.24,475.464,445.326,428.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,4,4,4,1,3,NA,NA,NA,NA,NA,NA,NA
-1.0524,0.5094,0.5305,-0.1933,0.3708,0.0333,-0.8088,-0.8949,NA,NA,-0.6102,0.3557,0.9133,0.0382,0.3181,315,NA,393.664,385.708,298.638,340.337,1,1,2,2,2,2,1,4,2,3,2,4,4,2,1,3,2,3,2,2,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,-0.7191
0.3398,-0.2145,-1.0724,0.6132,-0.494,0.0333,-0.2882,0.5901,NA,NA,0.4505,0.2033,-0.1749,1.1758,0.353,315,30,434.593,454.298,429.269,462.485,3,2,4,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,4,2,3,3,NA,NA,NA,NA,NA,NA,-0.2296
NA,0.5094,-0.3171,0.562,0.1011,1.1548,1.0205,NA,NA,NA,NA,NA,-1.0718,0.7708,0.0214,NA,NA,407.232,476.945,474.961,419.989,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,NA,1,3,4,3,4,3,4,NA,NA,NA,NA,NA,NA,0.6558
1.5441,0.5094,2.4511,2.1552,0.3708,0.0333,0.9675,0.0194,NA,NA,0.4505,0.7703,0.3758,1.0606,0.6524,225,20,471.554,457.242,459.765,440.509,1,2,3,3,3,3,2,1,2,2,2,4,3,1,4,3,4,3,2,2,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,0.9337
-0.2217,-0.5915,0.2009,-0.1933,1.7359,-0.8356,-1.6454,0.1513,NA,NA,-0.4473,-0.3934,-0.2651,0.3108,0.0214,225,18,564.247,527.942,541.893,513.734,2,2,4,2,2,2,4,2,4,1,2,4,4,3,1,2,3,3,1,1,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,-1.0322
-0.0883,-0.576,-0.2458,-0.1933,-0.5375,-0.5546,-0.2882,-0.2342,NA,NA,NA,NA,NA,NA,NA,225,20,401.743,383.671,381.51,348.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,4,1,3,NA,NA,NA,NA,NA,NA,NA
0.3155,-0.8208,-0.2458,-0.1933,-0.5375,-0.3735,0.5759,-1.2707,NA,NA,0.5229,-0.2165,0.6325,-0.6241,-0.0163,225,68,329.03,286.736,255.951,262.286,1,1,2,2,1,1,4,1,4,1,3,4,4,1,4,3,4,3,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.1892
0.7207,1.6681,0.8285,1.5073,0.3708,-1.3255,0.6615,-0.0459,NA,NA,0.4505,0.3827,-1.2399,0.334,-0.3816,450,20,542.669,558.108,600.973,546.281,3,3,2,2,2,3,2,2,4,1,2,3,3,3,4,4,4,2,2,2,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.8837
0.3131,-0.395,-0.6543,0.1527,0.0125,0.0333,-0.2882,-1.4287,NA,NA,2.0781,0.0405,1.4475,1.2341,NA,225,9,425.887,471.69,438.875,464.059,1,1,3,4,3,3,3,1,4,3,2,4,4,1,4,4,4,3,2,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,1.8837
-1.2289,0.5094,0.0211,-0.1933,0.0125,0.4713,-0.2882,-0.9937,NA,NA,0.4505,-0.274,-0.1854,-0.6241,NA,45,4,434.736,452.308,463.32,424.357,1,4,2,2,1,1,3,3,4,3,NA,3,3,3,4,4,4,3,2,3,3,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,1.8837
3.2775,-2.1154,-2.4981,-0.5033,1.7359,-0.6887,-1.3606,-1.6985,NA,NA,-1.315,-0.9284,-2.1709,-1.5255,-1.9656,315,NA,445.587,459.861,412.284,406.17,4,4,1,1,1,1,4,4,3,4,3,4,2,3,3,3,3,2,1,1,3,4,3,3,4,2,NA,NA,NA,NA,NA,NA,0.0039
0.302,0.5094,0.632,0.1878,0.3708,-1.039,-0.2882,-0.1323,NA,NA,0.0532,0.5704,-0.2651,0.0449,-0.3816,315,21,408.259,446.538,474.186,408.454,2,2,2,1,2,2,1,1,3,1,NA,4,4,2,4,3,3,2,2,2,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,0.6558
-0.8798,-0.2121,-0.3744,0.1502,0.317,0.0333,-0.7876,-0.5508,NA,NA,0.2483,-0.0258,-0.1164,0.5146,1.0006,225,22,433.936,466.962,495.529,440.159,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,NA,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,-0.3506
NA,NA,NA,NA,NA,2.1017,1.5899,-0.6737,NA,NA,NA,NA,NA,NA,NA,315,NA,281.451,291.819,262.988,277.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA
0.3155,-0.2145,-1.6546,0.2497,0.3708,2.1017,1.3264,-0.9779,NA,NA,-0.6102,-0.688,-1.4605,0.0134,-0.3816,45,3,436.178,403.077,411.708,398.051,3,4,2,2,2,2,4,3,3,4,3,4,4,2,3,3,3,4,2,2,2,4,4,3,4,4,NA,NA,NA,NA,NA,NA,0.0039
0.5114,0.5094,0.1313,-0.5371,0.3708,-1.2265,0.395,0.7141,NA,NA,-0.6102,-2.2684,-1.0718,-1.5255,-0.3816,315,18,605.972,594.969,589.19,596.965,3,3,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,1,2,2,2,4,4,3,3,4,NA,NA,NA,NA,NA,NA,1.8837
NA,NA,NA,NA,NA,-0.3,-0.8088,NA,NA,NA,-0.6102,0.4229,-0.1164,0.0134,-0.3816,225,16,370.532,366.346,373.144,312.679,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,NA,NA,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,-1.0005
3.2775,2.1635,2.5601,2.1552,1.7359,0.6732,-0.5615,0.3111,NA,NA,0.191,0.7089,0.7896,1.2177,0.3379,315,25,521.548,549.087,565.22,530.1,2,1,2,2,3,4,3,3,2,1,2,2,4,1,3,3,3,3,1,1,1,4,4,4,3,2,NA,NA,NA,NA,NA,NA,0.3949
0.3155,-0.1522,0.5305,-0.1933,0.0125,1.4758,0.4252,-1.0197,NA,NA,-1.0416,-0.4032,0.3065,-0.3267,-0.3622,225,3,493.954,486.92,490.616,503.996,2,2,2,2,1,2,3,3,3,3,3,4,4,1,4,3,3,3,2,3,3,4,3,4,3,3,NA,NA,NA,NA,NA,NA,0.5252
-0.5479,0.8225,0.8529,0.2674,-0.7778,0.6732,-0.8088,0.808,NA,NA,-2.4476,-0.4879,0.5683,-0.238,-1e-4,225,8,573.097,587.692,562.554,559.851,1,1,2,1,2,2,3,2,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,0.5529
-0.8584,-0.576,0.4985,1.225,-0.5555,2.1017,-0.7876,-0.8207,NA,NA,0.5819,0.7883,-0.1622,-0.7598,0.3181,225,21,523.696,564.666,545.045,561.758,2,1,1,2,1,1,4,2,1,1,1,3,3,2,1,2,1,4,3,2,3,4,3,3,3,2,NA,NA,NA,NA,NA,NA,-1.3544
3.2775,0.5094,-0.0318,-2.7904,0.3708,0.5587,-0.2882,3.2811,NA,NA,-0.6102,-0.121,-0.1164,1.0051,0.0601,225,62,385.891,419.255,396.881,355.624,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,1,4,4,4,3,3,NA,NA,NA,NA,NA,NA,-1.0005
3.2775,0.5094,0.5305,-0.1933,0.3708,0.0333,-0.2882,1.6265,NA,NA,-0.6102,-0.121,-1.0718,0.0134,-0.3816,225,8,539.23,578.223,553.685,522.127,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,0.0039
-0.0401,1.3705,0.0965,1.5636,-0.7778,-0.9872,-0.0077,0.1999,NA,NA,0.2645,-0.3282,0.9133,0.9663,0.0386,200,5,662.401,677.357,662.843,640.179,1,1,2,2,3,3,3,2,4,3,3,4,3,3,3,2,2,1,3,3,4,4,4,4,1,3,NA,NA,NA,NA,NA,NA,-0.5436
